,上海青,菜心,云南生菜,高瓜(1),云南油麦菜,苋菜,西兰花,菠菜,洪湖藕带,红薯尖,竹叶菜,青茄子(1),紫茄子(2),外地茼蒿,木耳菜,娃娃菜,螺丝椒,净藕(1),红莲藕带,菱角,奶白菜,圆茄子(2),芜湖青椒(1),西峡花菇(1),野生粉藕,长线茄,小青菜(1),海鲜菇(包),云南油麦菜(份),菠菜(份),云南生菜(份),小米椒(份),金针菇(盒),虫草花(份),小皱皮(份),青线椒(份),螺丝椒(份),七彩椒(2),高瓜(2),姜蒜小米椒组合装(小份),黄心菜(2),双孢菇(盒),枝江青梗散花,青红杭椒组合装(份),紫茄子(1),红椒(2),蟹味菇与白玉菇双拼(盒),木耳菜(份)
RMSE,4.64,3.63,8.37,0.89,6.96,3.14,12.72,4.3,0.82,3.83,4.52,2.45,7.09,1.07,1.53,12.89,5.32,14,0.25,0.32,4,1.12,16.81,4.61,0.32,2.6,2.37,1.66,8.53,5.92,4.82,9.05,17.01,1.53,4.48,3.06,7.21,0.5,0.71,1.95,2.88,3.54,5.11,1.95,1.55,0.85,0.67,0.07
